comment,CAMERA,SCREEN,GENERAL,STORAGE,PERFORMANCE,SERACC,BATTERY,PRICE,DESIGN,FEATURES,OTHERS
"Minh dung con note +.lỗi phần chân sac pin,nó tích hợp quá nhiều ứng dụng công năng vì thế thời tiết ẩm ướt là ko sạc được pin.mới mua máy vài hôm sạc pin không vào ra hỏi TTBH ss.nó trả lời lỗi ro người dùng bị dính nước ,tư vấn mình thay cụm chân sạc nếư đồng ý phải thanh toán hơn 1tr.",0,0,0,0,0,0,0,0,1,0,1
Note 8 pro trừ cái sài 3g chơi game lag kinh khủng.. còn lại ok hết... pin trâu..,0,0,3,0,2,0,3,0,0,1,0
Camera trước sau quá kém.48 chấm mà ko bằng 16 chấm của samsung.còn mọi thứ rất tốt.tạm chấp nhận với giá tiền đấy,1,0,3,0,0,0,0,2,0,0,0
"Mình dùng được 7 tháng. Đánh giá cũng khá mượt chơi game cũng ok. Nhưng chức năng rung báo cuộc gọi bé nhiều khi đút túi quần k phát hiện ra, đôi khi lỗi cuộc gọi không nghe thấy đầu dây kia nói gì phải khởi động lại. Không tắt được chức năng báo tin nhắn trên zalo ( mình tìm khá nhiều cách mà chưa đk)",0,0,0,0,3,0,0,0,0,1,1
"Xài một tháng, mượt, sạc nhanh, pin trâu, chụp ảnh tạm ổn, chơi game các kiểu kg nóng nhé.Tóm lại vô đối trong tầm giá.",2,0,3,0,3,0,3,2,0,0,0
"Cammera chụp nên để tỷ lệ 1.1 hoặc 3.4  thì ra bức ảnh khá ok
Cấu hình chạy ổn mượt nhưng chơi game hơi nóng máy",2,0,0,0,2,0,0,0,0,0,0
"Giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch vụ vị trí nhé ,bật lên là max mạnh",0,0,0,0,0,0,0,0,0,2,3
Máy dùng rất tốt ổn định... Ko lỗi chơi game rất mượt mà ổn định không nóng máy .... Nói chung ai chơi game nên mua máy này. Camera thì cũng rất ok .. Pin trâu sạc nhanh . Nhân viên bán nhiệt tình,3,0,3,0,3,0,3,0,0,0,0
Mình mua con A9 dùng được 10tháng rồi nói chung là OK chưa thấy có lỗi gì vì mình ít chơi game,0,0,3,0,0,0,0,0,0,0,3
"Mình mua rồi. Thật sự là mượt lắm. Camera đẹp, có cả góc rộng. Mình mua bản màu xanh, đối vs con chip exynos 9611 của nhà samsung vậy là ổn rồi, pin 4000 mAh mà mình xài xuyên suốt gần 2 ngày",3,0,0,0,3,0,3,0,2,0,3
Về cấu hình thì quá tốt với tầm giá này..nhưng điểm trừ ở đây là kiểu dáng kém mạnh mẽ...nếu apple làm gốc cạnh như iphone 5 se thì quá đẹp rồi..hơi tiếc..,0,0,0,0,3,0,0,2,1,0,3
mới mua hồi tối mình cảm thấy  sản phẩm mà hình đẹp game mượt pin ok.. có điều bắt song 4g hơi kém dù mình đang ở tp,0,3,0,0,3,0,3,0,0,1,0
"Pin rất tệ luôn, không xài gì, kiểm tra k có ứng dụng ngầm. Tới chiều còn có 20%. Uổng phí khi mua. Nhân viên tư vấn nói xài lâu lắm, nên xem lại cách tư vấn cho ng mua hàng  đừng nói dối để bán được hàng mà j nghỉ đến quyền lợi ng tiêu dùng",0,0,1,0,0,0,1,0,0,0,0
Máy ngon xài ok so tầm gia thì quá ok ngon hơn samsung nhiều chạy mượt chụp xóa phông ok với lại ưng ý nhất là sạc nhanh 30p lên 70% đi xa cần sạc gấp xài con này quá chuẩn siêu tiết kiệm pin. Rất thích 5*,1,0,3,0,3,0,3,2,0,0,3
Máy mọi thứ đều tốt đáng tiền.. Nhưng lưu ý anh em dùng nên thay cục sạc nhẹ hơn để đỡ nóng máy trai pin nhé. Chứ sạc nhanh 30w nóng lắm hãng nào cũng vậy cả.,0,0,3,0,0,0,0,0,0,0,0
Máy tốt nhưng mở khóa khuôn mặt hơi lâu phải đợi khoảng Mấy giây. chơi liên quân cũng được dung lượng pin 4030 mAh cũng được 1 ngày  ko qua được ngày thứ hai camera cũng tạm được,2,0,0,0,2,0,2,0,0,1,0
Lúc trước tui mua ở thế giới di động tới 1tr4 mà sao giờ rẽ thế.tui mua về thì máy yếu quá muốn đập thật .pin cùi quá,0,0,0,0,1,0,1,1,0,0,0
"Máy xài thì khỏi chê nhưng cảm ứng vân tay không nhạy , có khi bấm mấy lần mới được",0,0,3,0,0,0,0,0,0,1,0
Rất tệ. Bỏ ra gần 10 triệu để nhận màn hình lỗi cảm ứng đa điểm khi chơi liên quân. Quá tệ quá tệ. Rất ức chế,0,0,1,0,0,0,0,2,0,1,0
Thật sự máy rất mượt và mạnh. Camera rất đẹp và nét. Màn hình hiển thị đẹp. Pin thì ko trâu lắm,3,3,0,0,3,0,1,0,0,0,0
"Sản phẩm mới,thiết kế đẹp mắt. Pin bao trâu,mực dù k có sạc nhanh nhưng vô pin cũng mau 😍",0,0,0,0,0,0,3,0,3,0,0
Vừa mua có test mấy game nặng thấy cũng ok. Nhưng cảm biến vân tay k đc nhạy cho lắm,0,0,0,0,2,0,0,0,0,1,0
Máy xài khá ok nhưng bắt wifi quá tệ kh dùng được quá lag vân tay quá tệ nhưng nhận diện khuôn mặt thì ok chỉ là kh hài lòng về bắt sóng wifi,0,0,3,0,0,0,0,0,0,2,0
Tuyệt vời. Vsmart joy 3 pin trâu kinh khủng khiếp. Thiết kế màn hình 6.t inch đẹp,0,3,3,0,0,0,3,0,0,0,0
Pin trâu. Game mượt. Cấu hình ổn. Hiệu năng tuyệt vời. Camera đủ chức năng. Khá ổn trong tầm giá. Nên mua Vivo hơn Oppo Realme cùng phân khúc.,3,0,3,0,3,0,3,2,0,0,0
"Mình mua ở TGDD đc vài ngày nhân viên tư vấn nhiệt tình chu đáo.
Còn máy dùng thì pin hơi tụt nhanh một chút nhưng dùng vẫn tạm chấp nhận đc.
Còn lại mọi thứ thấy ok",0,0,3,0,0,0,2,0,0,0,0
Sefie màu da vàng khè. Nút ứng dụng mờ ko sắc nét. So với tầm giá này thì thất vọng quá. Mới mua hom qua mà thực sự muốn đổi ko biết sao đây ?,1,1,1,0,0,0,0,2,0,0,2
"máy rất tiện lợi cho người lớn tuổi , đã mua cho ông nội 1 chiếc , máy này nếu được trang bị thêm viên lớn là tuyệt vời",0,0,0,0,0,0,2,0,0,0,3
"Máy sài mượt, chụp đêm ảnh thu sáng rất tốt. Tiếc là có điều kiện hốt em s20 ultra thì ngon nữa",3,0,0,0,3,0,0,0,0,0,3
Máy bắt mạng kém quá đôi lúc chơi game bị đơ bực mình thất bỏ gần 5tr ra mua con máy này quá thất vọng,0,0,1,0,0,0,0,2,0,1,0
Mới mua 7 ngày sạc 3 lần 8 tiếng với 1 lần sạc thường. Ko chơi game chỉ lên mạng đọc tin tức mà pin còn 98%. Nạn rồi ghê,0,0,0,0,0,0,1,0,0,0,0
"Mới mua được 5 ngày, mọi thứ tạm ổn. Nhưng quá thất vọng về pin. Mag tiếng dung lượng pin 5000 mà xài hụt pin hơn cả Oppo f11 4000mah. Để yên qua 1 ngày  10t k đụng vô, k bật bất kỳ ứng dụng hay chương trình nào nhưng vẫn bị tụt hơn 10%, vậy là tại sao đây",0,0,2,0,0,0,1,0,0,0,2
"Nhận máy m7. Hôm nay đc 5 hôm thì máy lỗi đen màn. Gọi vẫn rung, nhấn vẫn rung, làm gì cũng k sáng màn. Lần đầu m tự khởi động lại, lần 2  gọi tổng đài thì bảo retore lại cài đặt gốc, lần 3 gọi tổng đài bảo mang ra quán thì nhân viên vọc tí rồi cũng khởi động lại bảo máy bt và k cho đổi. Mình tin tưởng tgdd nên hay mua hàng ở đây. Nghĩ bh các kiểu tốt. Ai dè lần này thất vọng vô cùng.",0,0,0,0,1,0,0,0,0,0,1
Máy mua để sử dụng bình thường thì được còn ai mua chiến game thì đừng mua. Chơi pubg dùng gyroscop nó bị chậm khoảng 0.5 giây. Ghìm tay thì giật từng phát k có độ ổn định. Mới mua xong về bán lại mất 20% giá trị so với ban đầu. Đừng ai mua chơi Game. Game chọn mua dòng Xiaomi chất nhất,0,0,0,0,1,0,0,0,0,0,2
"dùng máy rất tốt, hệ điều hành mượt mà. camera đẹp chụp rất tốt, pin khỏe 1 ngày dùng mới cần sac",3,0,3,0,3,0,3,0,0,0,0
"Mọi thứ ổn làm rất tốt,chỉ mỗi chơi pubg ngắm kéo mãi đéo chịu đi, loạn cmn cảm ứng. Chán.",0,0,3,0,0,0,0,0,0,1,0
"thấy các bác chê quá...chứ e sài thấy rất ổn pin trâu sài cã ngày vivu, wifi 3g ổn cã, có cái nhận diện khuôn mặt hơi chậm vân tay củng k nhạy lắm ngoài ra thấy tất cã đều ổn trong tầm tiền bỏ ra",0,0,3,0,0,0,3,2,0,2,0
"Vsmart active 3 rất ổn , giá cả tốt, chúc tập đoàn vingroup ngày càng vương cao, sản xuất nhiều sản phẩm thông minh hơn nữa.",0,0,3,0,0,0,0,3,0,0,3
Sản phẩm ngon lành trong tầm giá...mua cho phụ huynh dùng rất thích...máy nhanh...pin trâu...sóng điện thoại tốt,0,0,3,0,3,0,3,2,0,3,3
"Mua máy dc 4 hôm r tất  đều ổn chiến game tốt PUBG , liên quân bản cập nhật mới chơi vẫn rất tốt . Pin ổn có thể xài đc cả ngày  . Tuy nhiên chiến game tốt mà FACEBOOK lướt có tý đã có dấu hiệu hơi khựng lại đi kéo trang lên xuống còn các ứng dụng khác đều tốt  có vẽ FACEBOOK vẫn chưa dc tối ưu kĩ hay s ấy",0,0,3,0,2,0,3,0,0,0,3
"Mới mua hồi sáng về dùng đc một lúc màn hình bị đơ , lag, pin tụt nhanh khoảng 5p cho 1% pin khi k sử dụng bất kì ứng dụng nào trong khi đó mk để ở chế độ tiết kiệm pin , được trang bị sạc nhanh nhưng sạc vẫn chậm hơn 2 tiếng cho một lần sạc đầy từ 20% - 100%, mic lúc thì nói ngk nghe đc lúc thì k 😠",0,0,0,0,1,0,1,0,0,1,0
"Không biết có ai giống e chưa. Cam bị cấn nhẹ cái nứt một đường ạ. Thiết nghĩ nên mua ốp lưng có bảo vệ cụm cam hoặc dán cường lực. Còn lại mọi thứ đều tốt trong tầm giá!
Nv bán hàng nhiệt tình nữa!",0,0,3,0,0,0,0,2,1,0,3
"Thiết kế đẹp, chụp hình rõ sắc nét, cảm ứng mượt mà, pin dùng được 2 ngày. Phù hợp với tầm giá",3,0,2,0,0,0,3,2,3,3,0
Máy xài ổn định. Pin xài hơn 1 ngày mới hết. Mạng mẽo cũng OK. Mỗi tội  lúc có cuộc gọi thì mất data,0,0,3,0,0,0,3,0,0,2,0
Người ta mua thì bình luận Bill đẹp vậy . Còn mình mua máy dc 7 tháng đi bảo hành 3 lần thay 2 lần men mà ko khắc phục dc tình trạng rớt wifi chập chờn của redmi . Thất vọng,0,0,1,0,0,0,0,0,0,1,1
"Đã mua sản phẩm rất đẹp ưng ý , rất thích k hối tiếc khi mua sp này , tuyệt vời giá như có màu xanh thì tôi mua thêm chiếc nữa",0,0,3,0,0,0,0,0,3,0,3
"Pin 4500 mà tụt quá nhanh lướt qua lướt lại đã mất 1% qua đêm còn hơn nữa, ra hỏi thì nhân viên kêu cứ cắm sạc qua đêm thì hết ??? Vân tay và nhận diện khá chậm còn lại thì đều ổn.Ko biết nên lên 10 lite ko",0,0,3,0,0,0,1,0,0,1,1
"Máy mượt nhưng bắt sóng kém,sạc pin nóng,pin hao nhanh...
Mới mua được mấy ngày mà giá lại giảm nữa rồi.mất 500k,",0,0,0,0,3,0,1,1,0,1,0
"Mua được gần tháng cảm thấy hài lòng
Pin trâu chơi liên quân bằng 3g liên tục đk 6-7 tiếng vẫn còn gần 40% pin
Máy đẹp sạc từ 30% lên 100% có gần 2 tiếng là đầy
Nhân viên chu đáo nhiệt tình",0,0,3,0,0,0,3,0,3,0,0
"Sp ổn, mỗi tội vân tay lúc nhận lúc không, nhân viên nhiệt tình, pin trâu, cả đêm tụt 1%",0,0,3,0,0,0,3,0,0,1,0
"Máy kém, quá kém. Quay video và gọi video máy nóng như than. Nhanh hết pin. Nếu cho chon lại ko bao giờ chọn hàng samsung",1,0,1,0,0,0,1,0,0,0,0
Lúc mới mua về thì pin xài khá ok. Nhưng khi đc 1 tháng thì pin hết quá nhanh. Sạc nhanh 30w cắm sạc từ 20% đến 100% thì mất có 55p. Sau một tháng là thấy pin hơi tệ. Không biết về sau còn lỗi gì nữa không.,0,0,0,0,0,0,1,0,0,0,2
Phần nhật kí cuộc gọi dùng 2 sim. Nhưng ko hiện sim nào đang trong cuộc gọi và ai gọi tới không biết sim nào. Mọi thứ khác đều ok hết.,0,0,3,0,0,0,0,0,0,1,0
"Mới lấy máy hôm 23 / 5 mà pin tụt hơi nhanh, k làm gì nhưng để 30 phút tụt 3% k biết máy có bị sao k?",0,0,0,0,0,0,1,0,0,0,3
"Sản phẩm sau 1 tuần sử dụng rất Ok, về game bao mượt,camera & âm thanh cũng đc.Ns chung máy ok",2,0,3,0,3,0,0,0,0,2,0
Máy nhẹ kiểu dáng đẹp thích hợp cho con gái. Nhưng dt nhanh hết pin.còn tất cả đều ok,0,0,3,0,0,0,1,0,3,0,0
"Mua máy được 1 tháng đánh giá sơ qua thì máy quá ổn trong tầm giá.  Xài hằng ngày mượt mà, gần như k xảy ra hiện tượng giật lag, cam sau ổn, cam trước khá tệ nếu k xài app, chơi game ổn ở mức đồ họa trung hình, pin xài nhiều thì 1 ngày mới sạc 1 lần, sạc khoảng 2 tiếng là đầy. Màn hình đẹp, xài ngoài trời ổn.",2,3,3,0,3,0,3,2,0,0,0
Iphone xài tốt .Mới mua 1 ngày là  xài thấy thích.Sẽ ủng hộ TGDĐ nữa.Chắc mai mốt mua thêm iphone 7 loại 128gb xài luôn .Mốt chắc xài cả hai cái iphone luôn.,0,0,3,0,0,0,0,0,0,0,3
"Em mua được 3 tháng rồi, pin trâu rồi không có hiện tượng như người khác thường gặp. Nói chung là anh em nên mua",0,0,3,0,0,0,3,0,0,0,3
Pin chỉ sử dụng được 1 ngày cảm ứng vân tay không nhạy bàn phím và giọng nói không hỗ trợ tiếng Việt,0,0,0,0,0,0,1,0,0,1,0
sản phẩm thấy OK nhưng thái độ phục vụ của a kỹ thuật thì gất quá tại mình mua trả góp vs đt rẻ tiền quá rồi có thái độ khi dễ hay sau ák đúng là thất vọng không dám mua đt ở TGDD nữa,0,0,3,0,0,0,0,2,0,0,0
"Pin 5000 xài rất lâu , sạc 10w nhưng khá nhanh , màn hình to ,hơi rổ , camera chụp ok , vân tay nhạy , realme ui dễ dùng nhiều tùy biến ,mình mua bản 3/64 cũng khá dư dã . Chip mạnh nhưng chủ yếu mình dùng bình thường , chơi game thì ok , đa nhiệm  nhẹ ok Cũng hơi tiếc vì realme ko tặng tai nghe. Thôi kệ gía rẽ  cũng ít dùng. Loa nghe to",3,2,0,3,3,0,3,2,0,3,3
"Vừa mua lúc chiều 
Máy ok ko vấn đề gì tuy nhiên máy cấu hình cao hơn itel 1516 plus mà lại chậm hơn  
Chắc là do tiền nào của đó nhà sản xuất sử dụng linh kiện rẻ tiền để giãm giá thành",0,0,3,0,1,0,0,2,0,0,2
Có máy bị giống mình ko vậy....camera xóa phông với macro sao nó bị lệch về 1 bên không nằm ngay giữa ...không biết có phải lỗi thiết kế không ..mong phản hồi,0,0,0,0,0,0,0,0,1,0,2
"Mới mua.... Nhân viên tư vấn nhiệt tình, về dịch vụ thì tgdd tuyệt rồi. Còn về máy, thất vọng về bản MIUI này, gọi điện và tin nhắn sử dụng của google chứ ko phải MiUI, mất Lịch của MiUi . Phải sử dụng lịch của google, bất tiện và xấu. Pin trâu , sạc nhanh. Chụp ảnh đẹp nhưng quay vidieo và slowmoition ảnh màu cực xấu.",2,0,0,0,1,0,3,0,0,0,0
"Nếu ai đang băn khoăn về cam trước xấu, call video bị mờ thì yên tâm nhé hiện camera trước đã dc fix lại rồi ,rõ như ban ngày, hình ảnh sắc nét không kém cam sau.",3,0,0,0,0,0,0,0,0,0,0
Cho mình hỏi dòng 7 plus có thể dùng sim ghép đc ko tại vì máy dòng androi đg dùng 2 sim nếu mua máy mới sợ ko dùng đc 2 sim,0,0,0,0,0,0,0,0,0,0,3
"Sản phẩm quá tuyệt, thiết kế đẹp, cấu hình tốt, mượt mà, màu sắc thời trang, giá ok",0,0,3,0,3,0,0,3,3,0,0
Mới mua và đỗi sang máy khác vẫn bị đứt cãm ung khi choi game quá nãn..khi bõ 9tr ra mua con đt mà choi game tệ,0,0,0,0,1,0,0,2,0,1,0
"Mua máy này  về được 5 hôm dùng có cảm nhận như sau : Nắp lưng đằng sau mỏng nên ọp ẹp mặc dù là nguyên khối.Ấn nhẹ ngón tay nắp lưng đằng sau là thấy ọp ẹp rồi.Pin tuy 5000 nhưng màn hình to 6,5 in nên cảm giác kô trâu bằng Oppo A3 đợt trước dùng và HD + nên xem phim nhìn mờ hẳn đi.Máy này dùng kô mượt bằng Realme C2 mặc dù giá tiền tương đương nhau.Máy chậm và cảm ứng kô nhậy lắm nhất là khi gõ bàn phím nhiều lúc chữ nọ sọ chữ kia.",0,1,0,0,1,0,1,2,1,1,0
"Khá ổn! Cam trc hơi thường,cam sau ok.Hơi nhanh hết pin,đôi khi hơi lag và đơ màn hình",3,0,3,0,1,0,1,0,0,0,0
Máy dùng ngonn chơi game muợt  pin trâu bảo phee chơi tiết sáng đên 4 giờ chiều mới hết pin nhất là lquan hay pubg. Cho 1 like,0,0,3,0,3,0,3,0,0,0,3
"Camera chụp ảnh khôg đẹp. Chụp xấu hơn máy ss a50 cũ nữa. 😭😭
Màu hơi bị nhòe màu sắc của màng hình cũng không đẹp cho lắm. Thua ss a50.. Haiiiiii.",1,1,0,0,0,0,0,0,0,0,0
"Mình vừa mua máy về, trải nghiệm của mình là pin sài khá OK, chơi game lướt web thả ga, khi hết pin sạc cực nhanh đầy. Mọi thứ cũng khá OK. Tuy nhiên mình thấy chỉ có vân tay là không ổn. Máy mới mua nhưng vân tay không nhạy phải 2-3 lần mới được. Test game thấy khá OK, Tuy nhiên về camera thì không được ưng ý cho lắm. Chốt: với tầm giá 7tr khá OK. Sẽ phù hợp cho những bạn chơi game hơn là fan chụp hình.",1,0,3,0,3,0,3,2,0,1,3
Đã mua 2 tháng rưỡi Lúc đầu pin khá là trâu Bây giờ đỡ trâu rồi. Cấu hình nhanh k bị lag khi chơi game,0,0,0,0,3,0,1,0,0,0,0
"Vừa mua vài ngày thất vọng : ) chơi game thì khỏi phải nói nó tệ thứ gì chịu nổi 😔 Liên quân k mượt , call of duti thì mở đồ họa trung bình k đc , máy thua cả con Vivo 85 của mình vừa xài nữa",0,0,1,0,1,0,0,0,0,0,1
Máy cấu hình mạnh. Chơi game tôt. Ít háo pin. Câm rât chăc tay. Rậm 8gb chơi game thoải mái,0,0,0,0,3,0,3,0,3,0,0
Thế giới di động bán toàn máy lỗi đổi trả lại rất khó khăn. Mua cái redmi 8 lỗi tùm lum đổi ko cho đổi,0,0,1,0,0,0,0,0,0,0,0
"Ko giống như trong ảnh mô tả, cảm biến vân tay ko giống như màu máy. 1 sao là đủ",0,0,0,0,0,0,0,0,1,0,1
Quá oke luôn mà ko hiểu sau mọi người đồi hỏi quá máy mượt âm lượng lớn nếu mà chỉ xem youtube hay facebook thì theo mình có thể kéo thời gian được 2 ngày Tóm lại là quá tốt .,0,0,3,0,3,0,3,0,0,3,0
