comment,training_program,facility,lecturer,others
Anh ấy có tính cách thực tế và luôn đưa ra những phương án thực tiễn để giải quyết.,0,0,0,2
Anh ấy có tính cách trưởng thành và kiên cường.,0,0,0,2
Anh ấy cởi mở và thân thiện với mọi người.,0,0,0,2
Anh ấy giỏi công nghệ thông tin và luôn đưa ra các giải pháp tối ưu cho các vấn đề kỹ thuật.,0,0,0,3
Anh ấy giỏi giao tiếp và có khả năng thuyết phục người khác.,0,0,0,2
Anh ấy giỏi giao tiếp và luôn tạo ra một môi trường thân thiện và hài hòa cho tất cả mọi người trong lớp.,0,0,0,3
Anh ấy giỏi tiếng Anh lắm đó.,0,0,0,2
Anh ấy hay chạy theo tiền tài và không có tinh thần đồng cảm.,0,0,0,1
Anh ấy hay giật gân với người khác mà không có sự thấu hiểu.,0,0,0,1
Anh ấy hay giật mình và không sẵn sàng khiến người khác bị stress.,0,0,0,1
Anh ấy hay phê bình người khác và không biết tôn trọng họ.,0,0,0,1
Anh ấy hay trì hoãn việc hoàn thành công việc.,0,0,0,1
Anh ấy hay xem thường những người khác trong nhóm.,0,0,0,1
Anh ấy hay đánh giá thấp người khác.,0,0,0,1
Anh ấy hay đưa ra những quan điểm sai lệch.,0,0,0,1
Anh ấy hầu như không bao giờ giúp đỡ người khác và chỉ quan tâm đến bản thân.,0,0,0,1
Anh ấy không biết lắng nghe và luôn cố ép buộc người khác đồng tình với ý kiến của mình.,0,0,0,1
Anh ấy không chấp nhận ý kiến sai về phía mình.,0,0,0,1
Anh ấy không chịu trách nhiệm khi xảy ra vấn đề.,0,0,0,1
Anh ấy không có sự kiên nhẫn và dễ cáu gắt với mọi người.,0,0,0,1
Anh ấy không lắng nghe ý kiến của người khác một cách nghiêm túc.,0,0,0,1
Anh ấy không quan tâm đến việc giúp đỡ người khác.,0,0,0,1
Anh ấy không tôn trọng giáo viên và hay chạy tán loạn trong lớp học.,0,0,0,1
Anh ấy luôn bảo vệ và tôn trọng quyền lợi của mình và những người khác.,0,0,0,2
"Anh ấy luôn chịu trách nhiệm và nghiêm túc trong các dự án nhóm, đảm bảo mọi thứ được hoàn thành đúng và kịp thời.",0,0,0,3
Anh ấy luôn có một suy nghĩ tích cực và luôn tìm cách giúp đỡ người khác.,0,0,0,3
Anh ấy luôn có một tâm hồn rất tốt và tử tế.,0,0,0,3
Anh ấy luôn có một tâm trạng vui vẻ và giúp mọi người cảm thấy thoải mái.,0,0,0,3
Anh ấy luôn có những ý tưởng khác biệt với những người khác trong nhóm.,0,0,0,1
Anh ấy luôn có tinh thần hợp tác và tôn trọng những người xung quanh.,0,0,0,2
Anh ấy luôn cười nhạo và chế giễu đồng học.,0,0,0,1
Anh ấy luôn cố gắng để hoàn thành tốt hết nhiệm vụ.,0,0,0,3
Anh ấy luôn cố gắng để vượt qua các thử thách và khó khăn trong cuộc sống.,0,0,0,2
Anh ấy luôn dành thời gian để trau dồi kiến thức và kỹ năng của mình.,0,0,0,2
Anh ấy luôn giúp đỡ mọi người.,0,0,0,3
Anh ấy luôn luôn thân thiện với mọi người.,0,0,0,2
Anh ấy luôn là người nghe thực tế và có trách nhiệm.,0,0,0,2
Anh ấy luôn lắng nghe và tôn trọng ý kiến của người khác.,0,0,0,2
"Anh ấy luôn lắng nghe và đáp ứng nhu cầu của các thành viên trong nhóm, khiến tất cả mọi người cảm thấy thoải mái và hài lòng.",0,0,0,3
"Anh ấy luôn thân thiện và vui vẻ với mọi người trong lớp, khiến tất cả mọi người cảm thấy thoải mái.",0,0,0,3
Anh ấy luôn thể hiện sự lạc quan và đầy nhiệt huyết.,0,0,0,2
Anh ấy luôn thể hiện sự trách nhiệm và chăm chỉ trong học tập.,0,0,0,2
Anh ấy luôn thể hiện sự tự tin và quyết tâm trong học tập và cuộc sống.,0,0,0,2
Anh ấy luôn trang bị kiến thức mới và sẵn sàng chia sẻ với mọi người.,0,0,0,2
Anh ấy luôn trung thành và tin tưởng đồng nghiệp.,0,0,0,2
Anh ấy luôn tìm cách tránh trách nhiệm và không chịu chấp nhận sai lầm của mình.,0,0,0,1
Anh ấy luôn tìm cách trêu đùa và xúc phạm đồng nghiệp.,0,0,0,1
Anh ấy luôn tìm cách trốn học và không chịu làm bài tập.,0,0,0,1
Anh ấy luôn tôn trọng ý kiến của những người khác.,0,0,0,2
Anh ấy luôn tỏ ra khó chịu và căng thẳng.,0,0,0,1
Anh ấy luôn đòi hỏi cao và không chấp nhận ý kiến của người khác.,0,0,0,1
Anh ấy luôn đóng góp ý kiến của mình vào các cuộc họp nhóm.,0,0,0,2
Anh ấy luôn đặt các mục tiêu và hoàn thành chúng một cách tốt đẹp.,0,0,0,2
Anh ấy luôn đặt mục tiêu và cố gắng để đạt được nó.,0,0,0,2
Anh ấy là một người có khả năng quản lý và phát triển các dự án hiệu quả.,0,0,0,2
Anh ấy là một người có khả năng truyền cảm hứng và động viên người khác.,0,0,0,2
Anh ấy là một người có khả năng tổ chức và quản lý tốt.,0,0,0,2
Anh ấy là một người có tinh thần đội nhóm rất tốt.,0,0,0,3
Anh ấy là một người có trách nhiệm và giúp đỡ đồng nghiệp.,0,0,0,2
"Anh ấy là một người cởi mở và dễ gần, giúp cho mọi người cảm thấy thoải mái trong cùng môi trường.",0,0,0,2
Anh ấy là một người giàu sự tưởng tượng và sáng tạo.,0,0,0,2
Anh ấy là một người giáo viên cực kỳ nhiệt tình và hòa đồng.,0,0,0,2
Anh ấy là một người giỏi về công nghệ và có khả năng giải quyết vấn đề kỹ thuật.,0,0,0,2
Anh ấy là một người giỏi về quản lý thời gian và có khả năng hoàn thành công việc đúng thời hạn.,0,0,0,2
Anh ấy là một người giữ sự cân bằng tốt giữa công việc và cuộc sống.,0,0,0,2
"Anh ấy là một người huấn luyện viên thông minh và tận tâm, giúp các thành viên đội nhóm phát triển tốt hơn.",0,0,0,3
Anh ấy là một người học giỏi và luôn đạt được điểm số cao nhất.,0,0,0,2
Anh ấy là một người học nhanh và có khả năng tìm kiếm thông tin một cách hiệu quả.,0,0,0,2
Anh ấy là một người học tập tích cực và đam mê trong việc tìm hiểu kiến thức mới.,0,0,0,2
"Anh ấy là một người kỹ sư tài ba, có tư duy cao và khả năng giải quyết vấn đề.",0,0,0,3
"Anh ấy là một người quen thuộc và tốt bụng, giúp em trong nhiều việc khác nhau.",0,0,0,3
Anh ấy là một người rất chung thuỷ và tận tâm với công việc.,0,0,0,2
Anh ấy là một người rất chân thành và đáng tin cậy.,0,0,0,2
Anh ấy là một người rất chăm chỉ và có tâm huyết.,0,0,0,2
Anh ấy là một người rất chất lượng trong lớp học.,0,0,0,2
Anh ấy là một người rất chủ động và có khả năng tổ chức công việc tốt.,0,0,0,2
Anh ấy là một người rất chủ động và sáng tạo.,0,0,0,2
Anh ấy là một người rất có trách nhiệm và đam mê học tập.,0,0,0,2
Anh ấy là một người rất cởi mở và có tinh thần đồng đội tốt.,0,0,0,2
Anh ấy là một người rất cởi mở và nhiệt tình.,0,0,0,3
Anh ấy là một người rất lý tưởng và có tầm nhìn xa.,0,0,0,2
Anh ấy là một người rất nhanh nhẹn và linh hoạt.,0,0,0,2
Anh ấy là một người rất sáng tạo và có tầm nhìn xa.,0,0,0,3
Anh ấy là một người rất thông minh và có khả năng giải quyết vấn đề nhanh chóng.,0,0,0,2
Anh ấy là một người rất thông minh và có khả năng giải quyết vấn đề tốt.,0,0,0,2
Anh ấy là một người rất thông minh và có tầm nhìn xa.,0,0,0,2
Anh ấy là một người rất thông minh và có óc sáng tạo.,0,0,0,3
Anh ấy là một người rất thông minh và suy nghĩ sâu sắc.,0,0,0,2
Anh ấy là một người rất thông minh và tiềm năng.,0,0,0,2
Anh ấy là một người rất thông minh.,0,0,0,3
Anh ấy là một người rất thận trọng và đặt nền tảng vững chắc cho quyết định.,0,0,0,2
Anh ấy là một người rất thực tế và có tinh thần khai phóng.,0,0,0,2
Anh ấy là một người rất tiến bộ và luôn cố gắng phát triển bản thân.,0,0,0,2
"Anh ấy là một người rất trung thành và có trách nhiệm cao, luôn đảm bảo tất cả mọi người trong nhóm đều an toàn và hạnh phúc.",0,0,0,3
Anh ấy là một người rất trưởng thành và luôn đáp ứng các yêu cầu của giáo viên và nhóm.,0,0,0,3
Anh ấy là một người rất tài năng và có nhiều kinh nghiệm.,0,0,0,2
"Anh ấy là một người rất tận tâm và có trách nhiệm cao, giúp đội nhóm đạt được mục tiêu chung một cách tốt nhất.",0,0,0,3
Anh ấy là một người rất tận tâm với công việc và gia đình.,0,0,0,3
Anh ấy là một người rất tận tâm với gia đình và bạn bè.,0,0,0,3
Anh ấy là một người rất tập trung và có khả năng quản lý thời gian tốt.,0,0,0,2
Anh ấy là một người rất tốt bụng và luôn giúp đỡ mọi người.,0,0,0,3
Anh ấy là một người rất vui tính và dễ gần.,0,0,0,2
Anh ấy là một người rất đáng kính trong lớp học của chúng ta.,0,0,0,3
Anh ấy là một người rất đáng tin cậy và trung thực.,0,0,0,2
"Anh ấy là một người rất đáng tin cậy, luôn luôn giữ lời hứa.",0,0,0,2
Anh ấy là một người thân thiện và rất chăm chỉ.,0,0,0,3
"Anh ấy là một người thông minh và tận tâm, có thể giúp đỡ mọi người trong mọi hoàn cảnh.",0,0,0,3
"Anh ấy là một người thầy giáo tuyệt vời, giỏi giang và tận tâm với công việc.",0,0,0,3
"Anh ấy là một người thợ săn tài năng, có khả năng phát hiện và phát triển tiềm năng của mỗi người.",0,0,0,3
"Anh ấy là một người tiền bối tuyệt vời, đem lại cho em nhiều kinh nghiệm và kiến thức quý giá.",0,0,0,3
"Anh ấy là một người trưởng nhóm đa tài, tận tâm và có tinh thần trách nhiệm cao.",0,0,0,3
Anh ấy là một người tài năng và có tinh thần tự thách thức bản thân.,0,0,0,3
Anh ấy là một người đam mê và chuyên nghiệp trong lĩnh vực của mình.,0,0,0,3
Anh ấy là một người đam mê và nhiệt huyết với nghề nghiệp của mình.,0,0,0,2
"Anh ấy là một người đàn anh đáng ngưỡng mộ, luôn có tinh thần trách nhiệm và nhân ái.",0,0,0,3
"Anh ấy là một người đồng nghiệp cởi mở và hỗ trợ rất nhiệt tình, giúp em trở nên tự tin hơn.",0,0,0,3
"Anh ấy là một người đồng nghiệp tốt bụng và tận tâm, luôn chia sẻ những chuyện học tập hữu ích với mọi người.",0,0,0,3
"Anh ấy là một người đồng đội tuyệt vời, chịu khó và luôn nỗ lực hết mình.",0,0,0,3
Anh ấy là một người ổn định và có khả năng tập trung vào mục tiêu.,0,0,0,2
Anh ấy là một nhà văn tài năng và nhiệt tình với việc viết lách.,0,0,0,3
"Anh ấy là người bạn thân thiết và đáng tin cậy, luôn bên cạnh em trong mọi hoàn cảnh.",0,0,0,3
Anh ấy là người có khả năng giải quyết các vấn đề khó khăn.,0,0,0,2
Anh ấy là người có tài năng và luôn cố gắng hoàn thành mọi việc tốt nhất.,0,0,0,3
Anh ấy là người có tâm huyết và sự đam mê đối với chuyên ngành của mình.,0,0,0,2
Anh ấy là người cầu tiến và không ngừng phát triển bản thân.,0,0,0,2
Anh ấy là người hỗ trợ rất tốt cho các bạn trong lớp.,0,0,0,2
Anh ấy là người hời hợt và không có chính kiến riêng.,0,0,0,1
Anh ấy là người luôn dành thời gian cho sự nghiệp và học tập của mình.,0,0,0,2
Anh ấy là người luôn đặt lòng yêu nghề.,0,0,0,2
Anh ấy là người luôn ưu tiên công việc của mình mà không quan tâm đến người khác.,0,0,0,1
Anh ấy là người rất chu đáo và sẵn sàng giúp đỡ người khác.,0,0,0,3
Anh ấy là người rất có năng lực và sáng tạo.,0,0,0,2
Anh ấy là người rất cầu tiến và luôn sẵn sàng học hỏi.,0,0,0,3
Anh ấy là người rất lịch sự và đẹp trai.,0,0,0,3
Anh ấy là người rất nhiệt tình và có tinh thần đội nhóm tốt.,0,0,0,2
Anh ấy là người rất thân thiện và vui vẻ.,0,0,0,2
Anh ấy là người rất thông minh và có tinh thần nghị lực cao.,0,0,0,3
Anh ấy là người rất thẳng thắn và trung thành với bạn bè.,0,0,0,3
Anh ấy là người rất trung thành và quyết tâm.,0,0,0,3
Anh ấy là người rất tận tâm và chu đáo.,0,0,0,2
Anh ấy là người sáng tạo và tiên phong trong công việc.,0,0,0,2
Anh ấy là người vui tính và dễ gần.,0,0,0,3
Anh ấy lúc nào cũng mải chơi điện thoại.,0,0,0,1
Anh ấy lúc nào cũng nghỉ đến muộn và không chịu tiếp thu kiến thức mới.,0,0,0,1
Anh ấy rất biết lắng nghe và có khả năng truyền đạt kiến thức dễ hiểu.,0,0,0,3
Anh ấy rất chăm chỉ và có sức bền vượt trội.,0,0,0,3
Anh ấy rất cởi mở và dễ tiếp cận.,0,0,0,2
Anh ấy rất giỏi toán.,0,0,0,2
Anh ấy rất hiểu biết và luôn giữ lời hứa.,0,0,0,3
Anh ấy rất hoạt bát và nhiệt tình trong các hoạt động của lớp.,0,0,0,2
"Anh ấy rất hòa đồng và dễ gần, luôn sẵn sàng giúp đỡ mọi người.",0,0,0,3
Anh ấy rất hòa đồng và giỏi giao tiếp với mọi người.,0,0,0,3
Anh ấy rất hòa đồng và đem lại rất nhiều niềm vui cho mọi người.,0,0,0,2
Anh ấy rất lịch sự và tôn trọng người khác.,0,0,0,2
Anh ấy rất năng động và có khả năng giữ được sự tập trung trong công việc.,0,0,0,3
Anh ấy rất quan tâm đến sự phát triển của mỗi người trong lớp.,0,0,0,3
"Anh ấy rất thân thiện và dễ gần, giúp đỡ em trong rất nhiều việc.",0,0,0,3
Anh ấy rất thân thiện và dễ thương.,0,0,0,3
Anh ấy rất thân thiện và luôn tạo một môi trường thân thiện cho mọi người.,0,0,0,3
Anh ấy rất thông minh và chân thành.,0,0,0,2
